"HITID","Food","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2J2YEPLSP75KM05WBZFAPQEQXS9RX4","beef","A2HM35CWB7IIFM","Meat and Protein","A6WUFL0T08JBZ","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:23:21 UTC 2012"
"23ZGYQ4J3NAB7PEM7BFY6IT1VSXPC8","bacon bits","A1IV0802ICNA0A","Meat and Protein","A53VNQRRFQ785","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:13:15 UTC 2012"
"23SZHHRRLFQ0P1MVJDSKPO9EI0UFOT","coffee","A2FCGEU5RTEWG8","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:52:05 UTC 2012"
"2JMSMEZZ2MIKN18U0L0YB8TWY615ML","tomatoes","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 18:33:46 UTC 2012"
"2YQMZ9O9Z6KW5DLARD8RZLFQ2X6B21","spinach salad with mushrooms","A2FCGEU5RTEWG8","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:52:52 UTC 2012"
"2TJPC6SK9RJ862YIRA8MIAPMQX8R34","bread with strawberry jell","A1K9WP8Q74E9G2","Grains","A2UFD1I8ZO1V4G","Grains","Yes","Grains","Tue Sep 11 18:21:40 UTC 2012"
"2XGQ4J3NAB6BG0EFGUPI11TJHMYERI","butter","A2FCGEU5RTEWG8","Dairy","A53VNQRRFQ785","Dairy","Yes","Dairy","Tue Sep 11 18:05:36 UTC 2012"
"2T46IAA2SEIUV8Z0GMBKI4IIUHBNNT","1 toast","A2UFD1I8ZO1V4G","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 18:14:24 UTC 2012"
"2X2CCVLL3CA340GAHMVCHNQU96F8YF","zucchini","A3NU1SQPI1NXY4","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:56:28 UTC 2012"
"20CNU8LZ6R70HJQ909ZJBVE7Y1BL5Z","avocado","A2ELWPBL46UA0E","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:51:21 UTC 2012"
"2L13NAB6BFMFG2XYAPSTRFDGG1UUHI","coffee","A2HM35CWB7IIFM","Beverages","A3NU1SQPI1NXY4","Beverages","Yes","Beverages","Tue Sep 11 18:04:03 UTC 2012"
"2LAMEZZ2MIKMONT8H5P3GTWWZRLN6I","carrots","A2ELWPBL46UA0E","Vegetables","A2FCGEU5RTEWG8","Vegetables","Yes","Vegetables","Tue Sep 11 17:55:59 UTC 2012"
"238U6L5OBVCI25WXW69JN7GU3JWGZU","bacon","A2ELWPBL46UA0E","Meat and Protein","A2FCGEU5RTEWG8","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:03:16 UTC 2012"
"26U6SK9RJ85O0WYE9I1AXMOOSEX5TM","red pepper","A2FCGEU5RTEWG8","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:06:45 UTC 2012"
"2W151Y7QEOZFZ4R14OKMWFXRF1NDGT","onions","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:17:35 UTC 2012"
"2DGB49F9SSSHYF0JGJJTDH5FASMSW0","oil","A2HM35CWB7IIFM","Fat, Oil and Sweets","A53VNQRRFQ785","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 18:03:21 UTC 2012"
"2KOXBAT2D5NQZ14FVMRJO5TYOWV267","salad","A2ELWPBL46UA0E","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:02:22 UTC 2012"
"2YATLB3L0FBJAWNBBAARMVE5TYAKWC","coffee","A2FCGEU5RTEWG8","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:06:37 UTC 2012"
"2FQTNKIMZSM5LTGSUKD0XGVF5R5CZH","beer","A2HM35CWB7IIFM","Beverages","A3NU1SQPI1NXY4","Beverages","Yes","Beverages","Tue Sep 11 17:58:22 UTC 2012"
"2FNPQJQ9OPLLYQ6UENOGGKCO1UDZ1D","Peach","A2FCGEU5RTEWG8","Fruits","A53VNQRRFQ785","Fruits","Yes","Fruits","Tue Sep 11 17:58:17 UTC 2012"
"26LTVOK5UFJ52C6Q6KQF6QS1E1C850","shahushs","A2BERTY629PZDT","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 17:57:57 UTC 2012"
"2XE40SPW1INMIUXQWFUNIB6BHVY2FA","coffee","A2FCGEU5RTEWG8","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:58:41 UTC 2012"
"27OSVQ8H88MQVKK5G7MCQ1RXZDTQ78","cream cheese","A2HM35CWB7IIFM","Dairy","A53VNQRRFQ785","Dairy","Yes","Dairy","Tue Sep 11 17:52:58 UTC 2012"
"2BT2YU98JHSTMP2LSB2JHIOBLN2COF","cream cheese","A2FCGEU5RTEWG8","Dairy","A53VNQRRFQ785","Dairy","Yes","Dairy","Tue Sep 11 18:10:35 UTC 2012"
"2P1HSTLB3L0FCX8IG7AERREVGE9UIB","lentil soup","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:27:25 UTC 2012"
"2VYDHDM25L8IA1YWYD5ZEOE4S5QFPA","coffee","A53VNQRRFQ785","Beverages","AMAAE4PQGWD99","Beverages","Yes","Beverages","Tue Sep 11 18:20:37 UTC 2012"
"27DJ8EBDPGFL79BPOV0RVDWIQ4KG16","coffee","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:10:27 UTC 2012"
"28YNTBJ3MMDX6TO7F2TKPB9MF66XBX","coffee","A1IV0802ICNA0A","Beverages","A2FCGEU5RTEWG8","Beverages","Yes","Beverages","Tue Sep 11 18:06:33 UTC 2012"
"29UGW40SPW1IO0GGQMVJBNAB8KYD0Q","water","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:02:57 UTC 2012"
"2Y4VHVKCJ011LG64B30KYW61AWN86G","Nash's","A2HM35CWB7IIFM","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 18:29:30 UTC 2012"
"27E618N46UXFDR35P85TVDSNVT0RPG","Kellogg's Corn Flakes","A2BERTY629PZDT","Cereal Grains and Pasta","A2FCGEU5RTEWG8","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 17:54:50 UTC 2012"
"20BUHYW2GTP9SO6SXSD1E9YSQOPMRF","baked potato","A1IV0802ICNA0A","Vegetables","A2FCGEU5RTEWG8","Vegetables","Yes","Vegetables","Tue Sep 11 18:07:35 UTC 2012"
"27L9Z0B6UTO6UIDVKPMRSGPWU5NZO0","yoghurt","A2ELWPBL46UA0E","Dairy","A2FCGEU5RTEWG8","Dairy","Yes","Dairy","Tue Sep 11 17:58:11 UTC 2012"
"2Y48JIA0RYNJAGMJCIR5JMJTWQH61U","onions","A2HM35CWB7IIFM","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 18:31:10 UTC 2012"
"2522JE1M7PKKAZQWYKQAK04L167XQ9","tortilla wraps","A2HM35CWB7IIFM","Grains","A2UFD1I8ZO1V4G","Grains","Yes","Grains","Tue Sep 11 18:37:06 UTC 2012"
"2RHHHRRLFQ0OO1UR9XBHW9EGTKPPGI","what","A2BERTY629PZDT","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 18:28:26 UTC 2012"
"2DABRI8IUB2YVN7J9OKLJ3L0HK25HC","brown sugar","A2ELWPBL46UA0E","Fat, Oil and Sweets","A3NU1SQPI1NXY4","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 17:59:31 UTC 2012"
"2AKD5NQYN5F3REIGXPPMVCWYDDSB7H","avocado","A1IV0802ICNA0A","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:59:14 UTC 2012"
"2PG1THV8ER9Y97MKAIQSU5KFJ1L2PD","salad","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 18:16:29 UTC 2012"
"2X2PEIB9BAWLT0WPI1MX2D3MV09Y1L","cream cheese and Munster cheese","A2HM35CWB7IIFM","Dairy","A53VNQRRFQ785","Dairy","Yes","Dairy","Tue Sep 11 18:26:13 UTC 2012"
"2F8S1CSTMOFXSRR4A8SE6DNXLO4ROZ","protein shake","A1IV0802ICNA0A","Beverages","A2FCGEU5RTEWG8","Beverages","Yes","Beverages","Tue Sep 11 18:23:45 UTC 2012"
"20I11K274J79L4V6T4E4EUXFEMNDFU","tea","A2ELWPBL46UA0E","Beverages","A2HAIY6HUOISQY","Beverages","Yes","Beverages","Tue Sep 11 18:26:15 UTC 2012"
"29BLB3L0FBJ9J2AJ6FIE3E5RR0KXLK","coffee","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:23:48 UTC 2012"
"2RDKI62NJQ218GY91M86JKLCXNTMUJ","hard boiled eggs","A2BERTY629PZDT","Meat and Protein","A2ELWPBL46UA0E","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:05:09 UTC 2012"
"2VUWA6X3YOCCGEBPXGOP1INIK6GPO5","spaghetti","A2FCGEU5RTEWG8","Cereal Grains and Pasta","A6WUFL0T08JBZ","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 17:58:01 UTC 2012"
"2CZVKCJ011K28II71GHWE18N6FD8A6","coffee","A2ELWPBL46UA0E","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:24:20 UTC 2012"
"2UKAC9KSSZVXYGP4XQLKYOYGPREK2T","popcorn butter salt","A2HM35CWB7IIFM","Fat, Oil and Sweets","A3NU1SQPI1NXY4","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 18:06:16 UTC 2012"
"2C2I62NJQ2173D89IDXBSLCVGKDNVA","spaguetti","A2ELWPBL46UA0E","Cereal Grains and Pasta","A2HM35CWB7IIFM","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 17:56:01 UTC 2012"
"2HAPW1INMHGYRII3F626JFMFHXH5I5","yogurt","A2HM35CWB7IIFM","Dairy","A6WUFL0T08JBZ","Dairy","Yes","Dairy","Tue Sep 11 17:58:57 UTC 2012"
"20KD21O3W5XH1XOPKETK6EPLUYQAGO","bread","A2BERTY629PZDT","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 18:06:34 UTC 2012"
"2WVEY5COW0LGSD284N6LK6VNW8F5WC","coffee","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:07:32 UTC 2012"
"2C8VJ8EBDPGFMKUCHSQ9ZNDWKXD0FN","meet filet","A2UFD1I8ZO1V4G","Meat and Protein","A3NU1SQPI1NXY4","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:35:56 UTC 2012"
"2TK6DG67D1X3WEEKS8FKAJE1OG8G9F","coke","A2HM35CWB7IIFM","Beverages","A3NU1SQPI1NXY4","Beverages","Yes","Beverages","Tue Sep 11 18:31:32 UTC 2012"
"2IUSTMOFXRDS5WB16U4N5JFM3ARRUB","comida","A1IV0802ICNA0A","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:57:55 UTC 2012"
"2MFH0JPPSI2KZSOLKLY5SLM6YSMION","coffee","A2FCGEU5RTEWG8","Beverages","A2UFD1I8ZO1V4G","Beverages","Yes","Beverages","Tue Sep 11 18:25:45 UTC 2012"
"229GNTBJ3MMDYJEPZJX2SHB9OMGAWN","coffee","A1IV0802ICNA0A","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 18:11:49 UTC 2012"
"2JODG67D1X3V1TJ04KB2RE1M9Y3AHN","lentil soup","A1IV0802ICNA0A","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:07:07 UTC 2012"
"22QI9NZW6HEZ72D4ISYTG69GWVKXNM","coffee","A2ELWPBL46UA0E","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:02:52 UTC 2012"
"2A79RA7S5WM17NXSGBY0RMHLCRBUZ8","red lentil soup","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:42:41 UTC 2012"
"29QSV7WGKCCVMZ2C2ZUMPAPQ6LS2ST","half cachapa with cheese","A2HM35CWB7IIFM","Dairy","A3NU1SQPI1NXY4","Dairy","Yes","Dairy","Tue Sep 11 18:31:21 UTC 2012"
"2K839Z0B6UTO773ENOKVZKGPY1FNYJ","Fish","A2UFD1I8ZO1V4G","Meat and Protein","A53VNQRRFQ785","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:39:10 UTC 2012"
"2QC8P9Y38TWWYW2SMU9M8JTAIWOZI5","Lentil soup with rosted chicken","A2BERTY629PZDT","Meat and Protein","A2ELWPBL46UA0E","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:59:05 UTC 2012"
"2LKJ1LY58B7280ZI8BBHL16YH1DS7Y","coffee","A2HM35CWB7IIFM","Beverages","A3NU1SQPI1NXY4","Beverages","Yes","Beverages","Tue Sep 11 18:18:48 UTC 2012"
"2U7GFL6VCPWZA5MDOEFV9S7SPCW7M2","sprite","A2FCGEU5RTEWG8","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:09:51 UTC 2012"
"2HZFL42J1LY59P62ZIRIOFKHFAPO3T","Arizona iced tea","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:05:27 UTC 2012"
"2IMIXKO2L92HFQVAYTUYWCCF2L8DEC","pasta","A2HM35CWB7IIFM","Cereal Grains and Pasta","A53VNQRRFQ785","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 18:22:02 UTC 2012"
"28RZJMJUNU8L0KQ7SCWRH8D8LCEG03","coffee","A1IV0802ICNA0A","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:58:11 UTC 2012"
"2TOSK9RJ85OZJDDHE61PUOOQ7NEU6H","coffee","A2HM35CWB7IIFM","Beverages","A3NU1SQPI1NXY4","Beverages","Yes","Beverages","Tue Sep 11 18:17:30 UTC 2012"
"204JUNU8LZ6R8EF5J5ZDGJ3VGGFJ35","fried rice","A2HM35CWB7IIFM","Grains","A3NU1SQPI1NXY4","Grains","Yes","Grains","Tue Sep 11 18:43:17 UTC 2012"
"21CDD8XMB3Q3ADZBYQKOET4EX1CQFC","Heineken","A2H321P1NSEW35","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 18:31:11 UTC 2012"
"2GRO9Z6KW4ZMBDGHJNCFY0ONP4A5EW","coffee","A2ELWPBL46UA0E","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 18:17:40 UTC 2012"
"29DGULF395SW71F17OUN6NJB0OKQC1","coffee","A2BERTY629PZDT","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 18:26:49 UTC 2012"
"21RRJ85OZIZEI09AHIFOY5EWR63X9N","coffee","A1IV0802ICNA0A","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 18:07:40 UTC 2012"
"2OIG5R98D8J3WS6WKOKN6CG3OL2UE2","coffee","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:31:56 UTC 2012"
"2PWBDPGFL6VCQAY9JJ4WQOV1UGB4JB","humus","A2ELWPBL46UA0E","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:14:54 UTC 2012"
"2QAKMT6YTWX4IHG2H7VDH9GI8R1V06","red rice with pinto beans","A2BERTY629PZDT","Grains","A2HM35CWB7IIFM","Grains","Yes","Grains","Tue Sep 11 19:04:12 UTC 2012"
"2HY5R98D8J3VFLVSKPEYKG3METPVF9","green apple","A1K9WP8Q74E9G2","Fruits","A6WUFL0T08JBZ","Fruits","Yes","Fruits","Tue Sep 11 18:25:47 UTC 2012"
"25DR14IXKO2LAGGE4S1653YOELYBA8","Jamaica water","A2ELWPBL46UA0E","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:12:07 UTC 2012"
"27C8Y1THV8ERAC7TFG9M7SM5MOZN0H","coffee","A2FCGEU5RTEWG8","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:09:33 UTC 2012"
"26QJVCNHMVHVLQI0TXB2F4J7BT9024","water","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:25:36 UTC 2012"
"2X12D21O3W5XIEIPHO92SYEPN18F9F","taco sirloin","A2ELWPBL46UA0E","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:02:02 UTC 2012"
"25ZOVR14IXKO3Z829A3WI6X30XV89R","coffee","A3NU1SQPI1NXY4","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:58:53 UTC 2012"
"2TFKNQY2RCJK7HYV6Z8R8KUICZRS3T","lentils","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:09:35 UTC 2012"
"24UWYB49F9SSTVW1TFFN0T5H7OQUQE","celery","A1IV0802ICNA0A","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:13:58 UTC 2012"
"2JV5NQYN5F3Q1XF5LUDNKWYB6IY8C8","water","A2FCGEU5RTEWG8","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:11:25 UTC 2012"
"2U7GFL6VCPWZA5MDOEFV9S7SPCWM7H","tacos with tomato sauce and spinach!!","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:40:22 UTC 2012"
"267SI2KYEPLSQL4KDIXWR3OAJZXNTU","taco meat","A2FCGEU5RTEWG8","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:13:18 UTC 2012"
"2CZVKCJ011K28II71GHWE18N6FDA88","coffee","A2ELWPBL46UA0E","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:15:20 UTC 2012"
"2YDKCJ011K275X69CMN698N483GB9T","baguette","A2ELWPBL46UA0E","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 18:03:13 UTC 2012"
"2ZO2NJQ2172ZANPHY7BLKVEBWALXPI","yogurt","A53VNQRRFQ785","Dairy","A6WUFL0T08JBZ","Dairy","Yes","Dairy","Tue Sep 11 18:11:29 UTC 2012"
"2KGOCCF0CP5KY3SIFE9X6G4POG4UV7","arroz","A1IV0802ICNA0A","Grains","A3NU1SQPI1NXY4","Grains","Yes","Grains","Tue Sep 11 18:28:45 UTC 2012"
"21CDD8XMB3Q3ADZBYQKOET4EX1CFQ1","mushrooms and cheese","A2UFD1I8ZO1V4G","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:13:36 UTC 2012"
"2V9SQV66RLPHJ72HNS1VSI62PS9D5B","pizza","A2H321P1NSEW35","Fast-foods","A3NU1SQPI1NXY4","Fast-foods","Yes","Fast-foods","Tue Sep 11 18:29:55 UTC 2012"
"2QKHECWA6X3YPQBFS8G5SXPTKW0MLP","beer","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:18:59 UTC 2012"
"2359U8P9Y38TXAWIVOLYQM0JVJYXGE","bread","A2HM35CWB7IIFM","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 18:23:08 UTC 2012"
"2Q9J85OZIZEHNO9PEKFQDEWPZUGAYM","onion","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 18:04:37 UTC 2012"
"2ELV0FK0COK2KS0MZLBKHLRW8XHIP3","mua","A2HM35CWB7IIFM","Unknown","A2UFD1I8ZO1V4G","Unknown","Yes","Unknown ","Tue Sep 11 18:01:46 UTC 2012"
"2CZ8MZ9O9Z6KXIYM2V8HZRLFS97A1O","cheese","A3NU1SQPI1NXY4","Dairy","A53VNQRRFQ785","Dairy","Yes","Dairy","Tue Sep 11 18:00:58 UTC 2012"
"2BGT3DHJHP4BERJGWUZR0X9X5PL2VX","red onion","A1IV0802ICNA0A","Vegetables","A2FCGEU5RTEWG8","Vegetables","Yes","Vegetables","Tue Sep 11 18:00:39 UTC 2012"
"27ACM6IAA2SEJ8TUSWFQSKA4KRBLLN","tomatoes","A2HM35CWB7IIFM","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 18:00:53 UTC 2012"
"2WTNFSVGULF3AJRWYJ71NS3N0W28MQ","bean sprouts","A2UFD1I8ZO1V4G","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 18:05:04 UTC 2012"
"2OKJENLVWJ5OQPZYNCQ86MWB9N7S0Y","green onion","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:01:37 UTC 2012"
"2UVP8PJWKUDD9BLBVMU970B6W27J8X","coke","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:17:57 UTC 2012"
"2N2W4ZMAZHHRSZEQSKEN3RH1MQ7AJS","Cafe 12 oz.","A2ELWPBL46UA0E","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:03:31 UTC 2012"
"2YN7DZKPFE4EHRGDEYWLGI9N15P5FE","coffee","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:19:37 UTC 2012"
"2RDKI62NJQ218GY91M86JKLCXNTUMR","coffee","A2ELWPBL46UA0E","Beverages","A2UFD1I8ZO1V4G","Beverages","Yes","Beverages","Tue Sep 11 18:10:11 UTC 2012"
"2EF2Q45UUKQOZUMIOXESGOG039QCUS","water","A1IV0802ICNA0A","Beverages","A2UFD1I8ZO1V4G","Beverages","Yes","Beverages","Tue Sep 11 18:30:29 UTC 2012"
"2MAW6NG1FS3NZ1IBQBSF7SZL46AKYB","cafe","A1IV0802ICNA0A","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:22:31 UTC 2012"
"2JJO3W5XH0JPQ6H2CU5PTSP77T4DJX","coffee","A53VNQRRFQ785","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:30:18 UTC 2012"
"2QH6KW4ZMAZHI5QL7MROVNVRJA38HH","Oaxaca cheese","A2HM35CWB7IIFM","Dairy","A2UFD1I8ZO1V4G","Dairy","Yes","Dairy","Tue Sep 11 18:40:51 UTC 2012"
"2XXL6VCPWZ9RORVIGRSSFSN3F2ZO9A","lettuce","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:15:11 UTC 2012"
"26R746OQ1SNQRLP6ZWW1YKCNTAL4OU","protein shake","A2ELWPBL46UA0E","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:10:22 UTC 2012"
"21KJE1M7PKK9M5V6GV1C84LZZY3RYA","red wine","A2ELWPBL46UA0E","Beverages","A2FCGEU5RTEWG8","Beverages","Yes","Beverages","Tue Sep 11 18:02:14 UTC 2012"
"214N9U8P9Y38UAVXAZJU6IM0L2TFW5","green tea","A53VNQRRFQ785","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 18:15:14 UTC 2012"
"2J9CJK63ZVE3I5ZKME1QHJL5TCXY9U","zuchini","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 18:21:10 UTC 2012"
"2PFMB3Q39Z0B78SOYPVE3STVTTYUJN","peppers","A2HM35CWB7IIFM","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 18:23:38 UTC 2012"
"24SB6BFMFFOYZWS1LF6DOESC20FXKH","orange water","A2FCGEU5RTEWG8","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 18:05:10 UTC 2012"
"230KMN9U8P9Y4MSWOT930UYIO92DUT","tomato sauce in a jar","A26ZENZ5G8AEGM","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 18:43:02 UTC 2012"
"2E2O2L92HECWBKW3QK3CN0CP7TGGH5","coffee","A2HM35CWB7IIFM","Beverages","A3NU1SQPI1NXY4","Beverages","Yes","Beverages","Tue Sep 11 18:09:50 UTC 2012"
"2JMSMEZZ2MIKN18U0L0YB8TWY61M52","asparagus and red pepper stir fry with avocado","A2HM35CWB7IIFM","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 18:22:21 UTC 2012"
"2ETAT2D5NQYN6T2QSF751YMNE5H84V","this is cool","A2HM35CWB7IIFM","Unknown","A53VNQRRFQ785","Unknown","Yes","Unknown ","Tue Sep 11 18:23:00 UTC 2012"
"2TEYB49F9SSSIB01BKES15H5HH1RV1","eggs","A1IV0802ICNA0A","Meat and Protein","A3NU1SQPI1NXY4","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:18:55 UTC 2012"
"2W342J1LY58B8G6MSE7FSHD187Y5Q8","avocado","A2UFD1I8ZO1V4G","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 18:06:46 UTC 2012"
"2XNTYMNCWYB4AT8SKO8X91JOP1BPLO","red lentil soup","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:10:23 UTC 2012"
"2W342J1LY58B8G6MSE7FSHD187YQ5T","vegetable sandwich","A2HM35CWB7IIFM","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 18:22:35 UTC 2012"
"2SIHFL42J1LY6MA7U3D0QGFKJMJN21","mushrooms and green onions","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 18:34:28 UTC 2012"
"2YGW2GTP9RA7TJVMT20Y0OF72S4PUI","white cheese","A2ELWPBL46UA0E","Dairy","A53VNQRRFQ785","Dairy","Yes","Dairy","Tue Sep 11 18:16:04 UTC 2012"
"2BLK4F0OHOVR2IHXCKTLH2HEE5T322","pork chop","A2HM35CWB7IIFM","Meat and Protein","A53VNQRRFQ785","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:37:18 UTC 2012"
